,Symbols,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion,Perf_Week,Perf_Month,Perf_Quarter,Perf_Half_Year,Perf_Year,Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Sector
4297,SBET,3.1402,5.2119,17.8800,2.1100,673.26k,1.14M,0.81%,2.64%,-24.60%,-51.05%,-62.54%,-22.33%,-,2.46,-0.99,-1.15,Consumer Cyclical
4298,STTK,12.31,21.99,59.57,7.88,249.89k,358.53k,64.05%,-1.61%,0.71%,-54.95%,-70.47%,-82.92%,46.50,8.7,-17.41,-23.60,Healthcare
4299,SHEN,27.22,39.07,61.53,24.44,356.12k,214.04k,56.55%,-2.08%,0.47%,-18.09%,-15.16%,-5.71%,32.75,25.96,893.06,53.42,Communication Services
4300,SFT,5.1846,7.2411,10.9000,3.0400,3.76M,2.99M,57.46%,-3.69%,-31.36%,-56.28%,-63.52%,-64.35%,11.40,3.58,-37.39,-31.66,Consumer Cyclical
4301,TYHT,,,,,,,,,,,,,,,,,
4302,SWAV,197.00,182.35,249.73,91.46,311.03k,296.39k,96.03%,-0.20%,-2.39%,-13.61%,-6.50%,77.12%,246.80,182.8,1.95,-0.42,Healthcare
4303,SHBK,,,,,,,,,,,,,,,,,
4304,SSTI,34.83,38.38,53.97,28.93,41.42k,38.18k,64.29%,-2.07%,-13.64%,-17.92%,-38.96%,-23.07%,51.83,30.24,-0.95,-0.25,Technology
4305,SHYF,47.42,41.08,54.50,26.90,191.46k,205.7k,82.02%,5.62%,-0.40%,26.82%,31.60%,75.82%,54.67,49.17,20.92,15.96,Industrials
4306,SITM,273.83,176.65,341.77,75.81,261.91k,366.84k,65.85%,5.57%,-5.68%,50.81%,127.54%,177.60%,327.67,291.54,13.96,2.02,Technology
4307,SIDU,10.13,10.13,29.70,7.93,938k,1.32M,,2.99%,-,-,-,-,-,10.01,,,Industrials
4308,SIEB,2.8040,3.7067,18.5000,2.0600,98.01k,88.27k,3.19%,-6.79%,-31.33%,-37.58%,-57.17%,-52.75%,-,2.27,0.87,1.43,Financial Services
4309,SIEN,4.6603,6.3135,9.1400,3.3600,577.22k,499.35k,87.44%,-3.22%,-10.20%,-32.27%,-54.65%,-7.91%,11.33,3.5,28.41,-20.13,Healthcare
4310,SIER,9.79,9.79,9.96,9.65,39.93k,95.32k,,,,,,,,,,,Financial Services
4311,SIRT,,,,,,,,,,,,,,,,,
4312,SWIR,17.05,16.49,22.22,13.10,147.83k,175.98k,60.04%,1.56%,-4.12%,12.76%,-10.64%,22.88%,20.95,17.15,-37.95,-9.95,Technology
4313,SGHT,21.73,27.07,42.57,17.00,349.28k,251.42k,40.85%,-7.51%,-7.95%,-23.96%,-,-,39.33,17.91,-17.17,-17.61,Healthcare
4314,SGLB,2.4725,3.3101,9.7500,1.7000,132.2k,135.05k,12.62%,1.64%,-24.08%,-39.02%,-52.31%,-39.02%,6.00,1.81,,,Technology
4315,SBNY,315.53,266.12,342.03,132.05,1.81M,920.47k,94.96%,1.61%,-1.88%,16.42%,30.64%,139.92%,373.61,322.83,59.74,57.53,Financial Services
4316,SLGN,41.64,41.51,44.55,35.61,332.83k,343.09k,70.56%,3.65%,0.56%,10.66%,3.30%,17.26%,48.50,42.72,106.29,94.48,Consumer Cyclical
4317,SGIC,1.3100,1.4835,1.6600,1.2800,,330,0.00%,,,,,,,,,,Real Estate
4318,SLAB,194.86,156.97,210.98,120.15,360.93k,367.46k,98.29%,4.37%,4.52%,47.24%,35.07%,66.18%,200.00,209.3,"2,087.06",19.93,Technology
4319,SLCRU,10.19,10.07,10.49,9.70,630,4.43k,23.94%,-1.55%,-2.04%,0.10%,0.90%,-,-,10.07,2.65,-10.87,Financial Services
4320,SPKB,9.76,9.77,10.05,9.61,1.69k,5.96k,73.43%,,,,,,,,,,Financial Services
4321,SBEA,10.12,9.85,15.75,9.61,336.1k,2.42M,51.74%,0.10%,-0.20%,2.96%,2.44%,-,-,10.1,,,Financial Services
4322,SSNT,5.1626,7.0554,14.8700,2.8800,35.34k,658.16k,15.24%,-1.46%,-14.69%,-28.35%,-62.26%,54.66%,-,4.43,,,Technology
4323,SAMG,16.31,15.62,17.66,12.75,26.65k,20.44k,73.85%,4.02%,3.96%,9.23%,11.77%,16.25%,21.44,16.66,3.72,3.33,Financial Services
4324,KFFG,,,,,,,,,,,,,,,,,
4325,SLP,49.32,50.64,90.92,36.90,149.22k,159.5k,74.04%,-0.63%,2.75%,23.12%,-11.56%,-32.25%,60.67,49.42,0.30,3.79,Healthcare
4326,OMIC,13.00,16.76,33.37,9.84,434.91k,259.28k,39.52%,-0.56%,-6.60%,-1.38%,-60.88%,-,27.67,11.41,-17.61,-37.48,Healthcare
4327,SNEN,,,,,,,,,,,,,,,,,
4328,SVA,6.47,6.47,6.47,6.47,,,32.03%,,,,,,,,,,
4329,SIOX,1.6738,2.1677,3.6000,1.2700,460.54k,1.17M,27.08%,-7.14%,-17.20%,-38.39%,-52.38%,-53.74%,7.80,1.31,-21.24,-11.87,Healthcare
4330,SG,33.92,33.92,56.20,24.33,897.47k,1.64M,,8.99%,-24.81%,-,-,-,40.33,33.95,-30.07,-26.88,Consumer Cyclical
4331,SZMK,,,,,,,,,,,,,,,,,
4332,SKIL,11.37,10.40,12.88,8.56,387.62k,335.39k,37.76%,-5.56%,-22.81%,-20.40%,-6.90%,-11.40%,14.00,9.18,-42.85,-49.39,Consumer Defensive
4333,SKYT,21.44,24.39,36.80,13.81,360.96k,360.68k,4.93%,0.59%,-21.74%,-43.59%,-46.74%,-,24.25,16.55,-13.87,-6.98,Technology
4334,SKYAU,9.95,9.95,10.29,9.80,930,9.97k,9.00%,-3.79%,-0.70%,-1.00%,-,-,-,9.9,,,Financial Services
4335,SKYE,0.0646,0.1147,0.2590,0.0390,1.81M,2.06M,2.93%,,,,,,,,,,Healthcare
4336,SLAM,9.75,9.74,9.99,9.35,34.05k,152.11k,64.94%,,,,,,,,,,Financial Services
4337,SMSH,,,,,,,,,,,,,,,,,
4338,SMT,,,,,,,,,,,,,,,,,
4339,FUELD,,,,,,,,,,,,,,,,,
4340,SMID,30.59,20.16,47.99,8.84,59.61k,43.94k,32.65%,8.27%,26.82%,227.85%,87.54%,378.49%,-,45.38,3.69,0.98,Basic Materials
4341,SWBI,20.57,21.68,39.61,14.50,867.3k,1.06M,64.59%,-0.40%,-21.51%,-18.85%,-49.74%,1.81%,27.25,17.79,50.94,76.88,Industrials
4342,SNPO,19.81,18.78,24.50,13.14,123.65k,141.34k,,,,,,,,,,,Technology
4343,LNCE,,,,,,,,,,,,,,,,,
4344,DNAB,9.91,9.87,10.35,9.70,4.8k,78.73k,90.03%,-0.20%,-0.30%,0.20%,-2.37%,-,-,9.85,,,Financial Services
4345,DNAD,9.89,9.86,10.19,9.70,48.12k,80.93k,,,,,,,,,,,Financial Services
4346,SODA,,,,,,,,,,,,,,,,,
4347,SLGL,8.11,10.24,16.69,6.12,58.33k,23k,14.16%,-1.02%,-2.02%,-27.41%,-45.23%,-31.93%,17.75,7.05,1.29,-8.03,Healthcare
4348,SCTY,4.7596,6.9634,13.9900,2.0000,2.51k,1.02k,44.57%,,,,,,,,,,Industrials
4349,SLNO,0.6676,0.9428,3.3600,0.4460,328.96k,237.87k,37.09%,-11.52%,-28.24%,-49.98%,-59.64%,-75.40%,6.00,0.47,-8.14,-10.99,Healthcare
4350,SLDB,1.9771,3.2194,11.5800,1.5900,787.03k,1.48M,74.92%,-12.18%,-4.95%,-27.31%,-52.73%,-73.98%,9.58,1.87,-17.98,-18.70,Healthcare
4351,SNGX,0.8696,1.0753,2.4800,0.6800,393.91k,447.77k,11.24%,-6.72%,-19.92%,-33.32%,-36.93%,-44.44%,4.88,0.71,-3.59,-1.90,Healthcare
4352,SLGC,12.10,11.80,14.72,9.83,1.77M,1.08M,43.38%,-1.93%,-10.19%,-9.35%,-15.26%,-,17.67,11.32,-41.42,-13.34,Healthcare
4353,SOMH,,,,,,,,,,,,,,,,,
4354,SOFOD,,,,,,,,,,,,,,,,,
4355,SONM,1.5895,4.2242,17.0000,0.8700,1.11M,2.68M,6.28%,-9.06%,-39.25%,-67.88%,-84.00%,-87.56%,1.50,0.93,-10.94,-6.69,Technology
4356,SEV,15.24,15.24,47.49,9.10,1.02M,4.85M,,-9.21%,-42.87%,-,-,-,-,10.42,,,Consumer Cyclical
4357,SNOA,5.2842,6.4868,13.3600,4.2000,47.31k,646.63k,10.22%,-5.00%,-15.56%,-25.85%,-37.87%,-38.21%,-,4.59,-0.10,-1.10,Healthcare
4358,SOPH,14.30,15.99,19.80,11.71,64.96k,62.09k,28.41%,4.91%,-6.18%,-15.97%,-,-,23.00,13.03,-21.24,-18.39,Healthcare
4359,SHC,23.45,24.28,30.38,20.48,517.66k,700.25k,89.02%,0.78%,8.66%,-11.15%,-3.63%,-15.12%,31.67,23.64,27.44,42.60,Healthcare
4360,SSR,,,0.12,0.12,,,,,,,,,,,,,
4361,SFBC,42.69,43.27,48.39,31.13,7.54k,3.24k,44.33%,6.80%,0.48%,2.35%,11.49%,63.88%,-,45.35,2.63,2.63,Financial Services
4362,FIRE,,,,,,,,,,,,,,,,,
4363,SPFI,26.33,24.01,28.13,18.51,54.7k,26.71k,23.77%,6.03%,10.16%,14.30%,20.97%,48.83%,31.00,27.96,,,Financial Services
4364,SFST,59.97,53.33,65.59,34.50,29.91k,21.03k,80.58%,3.17%,5.97%,18.75%,23.91%,81.79%,64.33,62.8,8.00,7.99,Financial Services
4365,SSBK,19.69,19.54,21.01,18.90,9.36k,7.81k,45.33%,,,,,,,,,,Financial Services
4366,SOVO,15.22,14.78,17.41,12.64,1.28M,528.55k,62.98%,3.70%,-1.29%,7.44%,-,-,18.50,14.53,-4.61,-1.34,Consumer Defensive
4367,SPSN,,,,,,,,,,,,,,,,,
4368,TMTS,10.18,10.04,11.03,9.76,78.93k,146.4k,98.51%,,,,,,,,,,
4369,SPTN,24.46,21.30,26.36,16.75,289.58k,245.01k,84.20%,5.80%,6.71%,16.98%,35.94%,53.06%,24.02,25.98,15.18,16.81,Consumer Defensive
4370,SUAI,,,,,,,,,,,,,,,,,
4371,SPPI,1.7408,2.6955,4.5400,1.2700,6.83M,4.08M,67.14%,-14.00%,-18.35%,-42.15%,-65.60%,-61.83%,6.20,1.37,-33.08,-50.13,Healthcare
4372,SPRO,15.47,15.26,22.24,11.75,112.27k,95.17k,56.77%,10.35%,5.83%,-16.12%,9.24%,-25.48%,41.20,16.1,-22.52,-18.57,Healthcare
4373,SPEL,,,,,,,,,,,,,,,,,
4374,SPLK,136.40,137.56,178.18,105.45,2.11M,2.14M,87.08%,1.28%,-7.60%,-16.04%,-20.11%,-32.94%,166.59,117.26,-343.32,-383.95,Technology
4375,SRAD,19.67,21.24,28.22,13.98,352.5k,484.51k,0.00%,-4.50%,6.69%,-24.18%,-,-,29.34,18.45,-8.83,15.23,Technology
4376,AKIC,9.76,9.74,10.88,9.55,3.49k,8.48k,60.81%,-0.21%,-0.71%,0.36%,-1.22%,-,-,9.76,2.94,-0.89,Financial Services
4377,SMAPU,10.22,10.21,11.16,10.03,13.32k,166.84k,,,,,,,,,,,Financial Services
4378,SPRD,,,,,,,,,,,,,,,,,
4379,SV,9.97,9.86,12.27,8.56,249.95k,333.25k,88.82%,0.30%,1.11%,10.79%,0.50%,-1.57%,-,10.07,-1.93,-4.43,Financial Services
4380,SWSS,9.82,9.81,10.10,9.71,10.45k,40.66k,,-0.31%,-0.71%,-,-,-,-,9.78,-0.06,-0.00,Financial Services
4381,SPT,111.90,95.26,145.42,45.00,471.4k,435.63k,93.14%,-3.70%,-20.75%,-25.09%,1.04%,91.14%,152.00,94.28,-6.99,-5.44,Technology
4382,SPRB,3.6601,9.2414,28.4900,2.2500,21.21M,3.57M,102.51%,2.64%,65.89%,-30.18%,-61.82%,-80.68%,11.00,4.94,-11.45,-11.77,Healthcare
4383,SSPX,,,,,,,,,,,,,,,,,
4384,STGS,,,,,,,,,,,,,,,,,
4385,STMP,,,,,,,,,,,,,,,,,
4386,SPLS,,,,,,,,,,,,,,,,,
4387,STRR,2.5958,2.8472,5.4000,2.2500,95.73k,156.8k,9.63%,6.18%,17.74%,9.77%,-5.81%,4.29%,6.62,3.1,-2.14,-1.86,Healthcare
4388,LIMS,,,,,,,,,,,,,,,,,
4389,STFC,51.47,38.23,51.90,16.16,58.62k,72.96k,93.24%,0.04%,0.25%,0.88%,201.69%,192.80%,52.00,51.67,-14.30,0.60,Financial Services
4390,SNBI,,,,,,,,,,,,,,,,,
4391,STAB,3.0398,4.1227,10.9700,1.9900,211.56k,263.11k,2.88%,-4.02%,-31.96%,-6.11%,-60.69%,-39.44%,-,2.23,-12.72,-0.66,Healthcare
4392,GASSV,,,,,,,,,,,,,,,,,
4393,STLD,63.13,61.05,74.37,33.77,1.61M,1.82M,84.95%,2.11%,1.58%,4.74%,4.65%,71.49%,77.95,61.97,990.76,702.29,Basic Materials
4394,SBOT,,,,,,,,,,,,,,,,,
4395,STEP,44.79,40.19,55.19,28.52,331.3k,481.68k,103.62%,4.31%,-3.87%,-5.78%,19.01%,6.87%,50.25,41.78,62.07,41.65,Financial Services
4396,SBT,5.38,5.10,5.95,4.33,35.2k,50.81k,22.96%,2.74%,6.03%,8.48%,23.74%,26.23%,6.50,5.75,50.26,50.06,Financial Services
4397,STBK,,,13.75,13.75,,,,,,,,,,,,,
4398,STRL,26.40,23.35,29.67,17.44,120.46k,169.02k,87.46%,5.70%,0.90%,16.78%,11.36%,43.23%,32.00,26.56,21.13,20.06,Industrials
4399,SHOO,47.14,42.58,51.56,32.31,609.17k,624.11k,95.80%,2.86%,-4.40%,7.97%,4.39%,34.35%,55.90,45.95,66.64,36.85,Consumer Cyclical
4400,SYBT,63.21,55.02,67.40,40.10,67.06k,57.21k,49.25%,5.85%,4.81%,7.40%,25.15%,59.82%,64.33,63.83,26.73,24.38,Financial Services
4401,APAC,9.89,9.88,10.00,9.70,9.21k,26.3k,63.15%,0.61%,0.51%,-,-,-,-,9.85,,,Financial Services
4402,SNEX,65.96,65.62,72.34,52.31,145.64k,71.11k,78.42%,5.10%,-5.98%,-6.10%,1.93%,4.76%,78.00,61.97,7.30,34.20,Financial Services
4403,STRN,5.03,5.03,6.99,2.73,1.73M,3.66M,0.00%,4.07%,72.96%,-,-,-,-,5.9,,,Communication Services
4404,STRD,,,,,,,,,,,,,,,,,
4405,STLW,,,,,,,,,,,,,,,,,
4406,STRS,34.94,30.77,37.59,23.20,13.59k,13.4k,48.23%,5.47%,3.72%,15.50%,49.25%,52.65%,-,36.2,-3.76,-10.16,Real Estate
4407,SDIG,21.08,21.08,35.79,10.43,982.76k,832.45k,,,,,,,,,,,Financial Services
4408,STB,,,,,,,,,,,,,,,,,
4409,SSSS,13.30,13.50,16.40,11.29,554.69k,424.33k,28.58%,8.35%,9.30%,23.62%,36.15%,74.05%,17.94,12.54,15.25,33.36,Financial Services
4410,SUMX,,,,,,,,,,,,,,,,,
4411,SMMF,26.73,24.83,28.00,20.00,15.93k,16.89k,35.40%,2.41%,8.24%,11.29%,25.40%,23.38%,28.50,27.57,13.02,13.01,Financial Services
4412,SSBI,16.15,15.25,20.00,11.83,4.41k,8.49k,14.99%,2.58%,-2.21%,-13.94%,9.65%,37.41%,-,15.3,6.68,6.68,Financial Services
4413,SUMO,15.38,18.28,46.37,12.90,1.41M,1.03M,68.53%,-1.07%,-3.76%,-12.74%,-32.98%,-52.14%,20.00,14.13,-30.84,-32.05,Technology
4414,SNBC,,,,,,,,,,,,,,,,,
4415,SNCY,28.84,33.98,44.13,23.97,466.38k,602.07k,100.99%,2.51%,-4.84%,-19.33%,-27.15%,-,43.00,27.89,13.90,51.75,Industrials
4416,SUNHD,,,,,,,,,,,,,,,,,
4417,SIHLF,,,,,,,,,,,,,,,,,
4418,SPWRV,,,,,,,,,,,,,,,,,
4419,SNDL,0.6555,0.8058,3.9600,0.4700,81.22M,113.17M,8.81%,-5.55%,-7.02%,-12.68%,-37.79%,27.79%,0.79,0.62,11.31,-52.29,Healthcare
4420,SPWAV,,,,,,,,,,,,,,,,,
4421,RUN,47.28,48.07,100.93,30.27,5.85M,5.35M,98.76%,-5.89%,-31.55%,-21.27%,-41.27%,-48.63%,72.61,34.37,24.13,-41.24,Technology
4422,SLGG,3.1129,4.3867,11.2000,2.2500,707.99k,812.41k,21.96%,-11.63%,-31.94%,-24.75%,-57.70%,-23.75%,6.08,2.42,-6.96,-2.03,Communication Services
4423,SUPVA,,,,,,,,,,,,,,,,,
4424,SUPG,,,,,,,,,,,,,,,,,
4425,SPSX,,,,,,,,,,,,,,,,,
4426,CNZST,,,,,,,,,,,,,,,,,
4427,DZZST,,,,,,,,,,,,,,,,,
4428,ALZST,,,,,,,,,,,,,,,,,
4429,SUPN,30.81,29.11,34.50,23.15,460.54k,432.95k,105.15%,1.21%,-1.35%,11.88%,-2.44%,19.25%,36.50,30.23,21.56,23.73,Healthcare
4430,SURW,,,,,,,,,,,,,,,,,
4431,SRGA,0.8580,1.3245,3.2700,0.6900,2.24M,2.1M,50.14%,-9.64%,-5.36%,-32.41%,-48.94%,-70.18%,2.85,0.74,-7.91,-16.19,Healthcare
4432,SGRY,47.61,50.13,69.58,26.42,321.43k,378.18k,85.99%,8.04%,17.24%,25.93%,-19.96%,84.56%,63.00,53.32,,,Healthcare
4433,SRGV,,,,,,,,,,,,,,,,,
4434,SDAC,9.76,9.74,10.05,9.60,8.37k,59.58k,65.67%,,,,,,,,,,Financial Services
4435,STRO,17.71,19.06,28.30,14.03,391.38k,251.85k,90.14%,-0.07%,-7.70%,-19.68%,-19.42%,-29.87%,32.38,15.34,-30.90,-6.15,Healthcare
4436,IVCPU,9.92,9.92,10.00,9.85,103.44k,705.11k,,,,,,,,,,,Financial Services
4437,SYKE,,,,,,,,,,,,,,,,,
4438,SMBI,,,,,,,,,,,,,,,,,
4439,SYMM,,,,,,,,,,,,,,,,,
4440,SYNC,,,,,,,,,,,,,,,,,
4441,SYNL,13.48,11.04,15.90,7.47,29.41k,38.37k,37.17%,8.09%,11.32%,45.08%,54.85%,120.28%,-,15.72,8.20,2.89,Basic Materials
4442,SNPX,9.70,8.96,14.50,4.40,64.99k,229.52k,12.24%,-3.27%,-10.36%,-12.19%,-12.99%,32.25%,-,8.83,-2.93,-2.29,Healthcare
4443,SNCRL,24.01,24.58,25.45,23.00,58.89k,19.8k,,,,,,,,,,,
4444,SNDX,18.46,18.07,25.68,13.02,797.69k,593.88k,102.21%,-0.75%,33.06%,7.82%,22.83%,-9.48%,30.60,22.12,-20.64,-22.91,Healthcare
4445,SGYPW,,,,,,,,,,,,,,,,,
4446,MIRN,,,,,,,,,,,,,,,,,
4447,SNPS,346.77,294.96,377.60,217.69,776.47k,691.56k,90.06%,4.00%,4.94%,23.40%,35.41%,47.13%,387.94,372.89,201.45,198.65,Technology
4448,BRLCD,,,,,,,,,,,,,,,,,
4449,THOR,,,,,,,,,,,,,,,,,
4450,SYUT,,,,,,,,,,,,,,,,,
4451,SYRS,3.9528,5.1191,15.4900,3.2300,337.83k,347.46k,85.08%,-5.90%,-16.67%,-22.45%,-38.53%,-70.22%,17.14,3.42,-26.03,-22.49,Healthcare
4452,SANW,3.1920,3.3129,4.6000,2.1100,150.44k,151.16k,72.27%,3.95%,-9.93%,1.15%,-27.75%,-8.84%,5.12,2.69,-6.40,-1.68,Consumer Defensive
4453,SABS,9.23,9.77,12.90,7.30,419.6k,688.01k,,1.76%,-14.97%,-13.70%,-12.66%,-,19.38,8.41,-0.33,-2.20,Healthcare
4454,SBFG,18.91,18.52,20.09,16.02,10.05k,4.89k,44.58%,3.69%,4.24%,9.72%,6.10%,7.38%,22.00,19.6,7.02,7.20,Financial Services
4455,SBAC,355.65,329.30,389.19,232.88,548.56k,525.43k,97.71%,3.28%,8.26%,15.68%,20.79%,39.47%,380.32,386.09,47.80,152.67,Real Estate
4456,SEIC,62.44,61.71,65.22,52.12,1.08M,545.36k,70.59%,2.17%,0.28%,2.80%,-0.45%,9.50%,72.60,61.98,138.04,133.78,Financial Services
4457,SGBX,2.5880,3.6121,8.7000,1.8800,212.88k,677.24k,11.25%,-9.00%,-12.73%,-40.19%,-65.09%,-67.40%,9.00,1.96,-3.83,-1.54,Industrials
4458,SIBN,21.38,26.66,37.21,18.48,290.2k,360.57k,105.89%,6.00%,13.35%,0.64%,-30.41%,-25.66%,35.29,22.4,-15.87,-13.98,Healthcare
4459,SITO,,,,,,,,,,,,,,,,,
4460,SLRC,19.08,18.95,20.05,17.12,196.21k,126.84k,53.58%,3.79%,-4.72%,-4.33%,-1.56%,6.01%,19.84,18.44,,,Financial Services
4461,SGH,58.91,50.53,72.42,35.72,487.16k,514.08k,112.97%,13.52%,22.70%,59.11%,50.00%,98.06%,72.00,71.65,20.65,-7.21,Technology
4462,TLMD,2.0161,4.2172,9.4800,1.2200,695.71k,587.09k,65.21%,-12.68%,-41.23%,-47.01%,-78.21%,-84.48%,5.75,1.35,-10.65,-14.46,Healthcare
4463,SP,29.82,31.33,36.71,25.29,74.04k,70.58k,92.61%,3.49%,-0.39%,-11.59%,-8.01%,-1.30%,45.67,28.37,11.50,9.00,Industrials
4464,SPSC,146.90,122.74,174.42,91.05,161.85k,175.85k,100.81%,1.69%,0.52%,-11.95%,44.37%,33.14%,191.00,144.67,11.45,10.18,Technology
4465,SSNC,78.40,74.40,83.28,62.51,920.71k,1.21M,83.43%,2.51%,5.68%,18.52%,15.10%,15.37%,89.64,82.97,184.70,189.80,Technology
4466,SSRM,17.56,16.48,21.80,13.68,1.42M,1.37M,62.83%,-0.75%,-4.73%,21.64%,11.03%,-11.86%,26.19,17.5,57.18,54.01,Basic Materials
4467,STFR,17.03,12.48,17.62,9.85,,381,0.00%,,,,,,,,,,
4468,SVFA,10.04,9.96,14.23,9.67,356.7k,621.56k,50.10%,0.80%,-0.69%,2.97%,1.72%,-,-,10.06,14.85,20.49,Financial Services
4469,SVFC,9.98,9.96,10.70,9.65,402.49k,260.13k,60.54%,-0.10%,0.10%,2.04%,0.81%,-,-,10.03,-1.95,-2.51,Financial Services
4470,SWKH,19.00,17.75,20.49,12.75,12.98k,15.27k,90.38%,,,,,,,,,,Financial Services
4471,SBRA,13.97,16.36,19.02,12.31,2.62M,2.51M,90.54%,3.12%,3.84%,-9.32%,-25.66%,-22.64%,17.34,13.69,10.22,-132.57,Real Estate
4472,SABR,9.03,11.83,16.88,7.05,7.2M,7.74M,114.05%,-1.95%,10.26%,-28.05%,-31.57%,-27.44%,11.50,8.81,-235.24,-245.85,Technology
4473,SAFT,80.13,81.00,87.98,72.75,90.98k,66.63k,79.94%,4.61%,7.84%,5.51%,7.32%,8.19%,-,84.46,24.71,37.50,Financial Services
4474,SGA,24.31,22.87,28.58,19.20,8.13k,6.24k,90.50%,-0.84%,0.32%,8.94%,12.77%,9.28%,-,24.08,,,
4475,SAGE,41.11,53.83,98.39,36.13,531.68k,478.26k,92.43%,3.41%,10.30%,-3.74%,-25.19%,-51.24%,74.25,43.31,,,Healthcare
4476,SAIA,325.16,254.09,365.50,171.16,222.35k,252.64k,109.65%,6.47%,0.10%,40.67%,60.11%,83.96%,334.60,335.92,79.71,62.47,Industrials
4477,SLRX,0.6865,1.0013,3.5000,0.4810,576.37k,500.26k,20.67%,-6.65%,-27.40%,-51.72%,-53.54%,-44.02%,4.62,0.51,,,Healthcare
4478,SALM,3.3186,2.7579,6.8200,1.0400,212.9k,1.59M,16.01%,6.43%,-1.97%,-13.37%,16.86%,183.81%,5.42,3.1,22.09,2.26,Communication Services
4479,SANA,19.11,21.54,44.60,14.90,892.93k,586.28k,74.59%,-5.23%,-13.39%,-28.58%,-21.72%,-,37.50,16.16,-83.26,18.68,Healthcare
4480,SMTI,30.92,32.07,49.70,21.30,14.24k,16.48k,3.58%,9.69%,0.25%,-18.05%,-22.81%,-43.54%,45.00,28.29,,,Healthcare
4481,SNDK,,,,,,,,,,,,,,,,,
4482,SASR,48.72,45.40,51.31,31.25,226.02k,182.52k,67.21%,2.02%,1.28%,4.32%,8.97%,49.12%,52.00,48.33,47.09,47.52,Financial Services
4483,SANG,6.22,3.72,21.23,1.50,2.04k,7.2k,21.59%,0.12%,-19.08%,-4.51%,-11.59%,21.05%,-,16.64,,,
4484,SPNS,35.21,30.48,38.32,24.30,95.27k,108.28k,25.94%,0.65%,-3.95%,18.09%,30.45%,14.33%,38.40,35.07,13.27,10.40,Technology
4485,SRPT,84.10,79.30,174.49,65.30,776.58k,1.01M,83.60%,-0.19%,13.90%,2.47%,17.01%,-47.06%,123.47,92.02,-48.14,-81.41,
4486,SRSA,9.84,9.90,12.29,9.08,29.71k,22.23k,59.06%,,,,,,,,,,
4487,STSA,5.2052,5.2888,7.4800,4.0550,47.71k,80.91k,73.78%,2.53%,-0.41%,5.87%,-30.92%,5.64%,11.67,4.84,,,Healthcare
4488,SVFD,6.0080,9.4680,30.1000,3.6700,31.05k,33.88k,13.75%,-1.86%,-29.67%,-35.57%,-53.01%,-65.94%,-,4.18,-1.29,-1.48,Basic Materials
4489,SBTV,,,,,,,,,,,,,,,,,
4490,SCOA,9.78,9.78,11.00,9.60,137.4k,152.1k,57.45%,0.00%,-0.51%,0.00%,-0.10%,-,-,9.76,9.61,-4.76,Financial Services
4491,SCSC,34.92,31.84,40.83,23.47,136.32k,106.29k,98.78%,6.01%,11.10%,-0.92%,26.63%,39.03%,46.33,35.47,22.07,23.71,
4492,SCHN,51.97,49.34,59.34,27.72,255.58k,226.84k,88.15%,3.79%,4.86%,21.06%,5.59%,71.55%,70.00,52.87,42.78,63.63,Basic Materials
4493,SCHL,38.02,34.94,41.50,23.96,165.72k,107.31k,84.58%,4.37%,7.37%,14.83%,7.26%,66.08%,26.00,40.58,68.30,-24.20,Communication Services
4494,SAMA,9.83,9.83,16.80,9.67,74.12k,78.26k,,,,,,,,,,,Financial Services
4495,SPRC,6.80,6.34,8.50,0.00,9.76k,8.39k,0.00%,,,,,,,,,,Healthcare
4496,SSAA,9.78,9.76,10.20,9.60,68.73k,38.3k,63.48%,,,,,,,,,,
4497,SGMS,70.46,66.88,90.20,36.89,1.12M,882.67k,88.29%,6.06%,2.58%,-22.01%,-15.29%,62.54%,85.25,69.18,182.00,109.00,Consumer Cyclical
4498,SCMM,,,,,,,,,,,,,,,,,
4499,SCOP,,,,,,,,,,,,,,,,,
4500,SEAC,1.0832,1.1169,3.4400,0.6600,46.21M,11.84M,22.19%,-7.82%,96.36%,52.78%,27.91%,58.65%,3.00,1.64,-2.10,0.23,Technology
4501,SCFS,,,,,,,,,,,,,,,,,
4502,SGEN,167.37,156.51,199.00,133.20,632.05k,829.45k,95.93%,1.44%,-3.87%,-3.25%,0.66%,-14.66%,192.83,158.73,-293.85,-84.58,Healthcare
4503,SHIP,1.0004,1.0996,2.4500,0.4900,2.27M,5.11M,5.94%,-1.52%,-7.56%,-37.58%,-20.87%,84.45%,1.94,0.9,,,Industrials
4504,SGII,9.85,9.85,11.00,9.67,5.72k,33.41k,17.28%,0.20%,-,-,-,-,-,9.87,,,Financial Services
4505,EYES,2.3150,4.5185,20.0000,1.4000,597.62k,966.73k,18.15%,-12.44%,-17.56%,-45.66%,-65.79%,-28.39%,-,1.73,-2.50,-2.29,Healthcare
4506,SCWX,17.88,17.97,26.89,12.78,213.26k,145.43k,73.86%,-1.60%,-10.24%,-19.28%,-13.92%,13.68%,16.83,16.53,-12.86,-11.76,Technology
4507,SWAT,,,,,,,,,,,,,,,,,
